IMG2/center_2017_02_12_15_48_13_138.jpg, IMG2/left_2017_02_12_15_48_13_138.jpg, IMG2/right_2017_02_12_15_48_13_138.jpg,0,0,0,7.87E-05
IMG2/center_2017_02_12_15_48_13_240.jpg, IMG2/left_2017_02_12_15_48_13_240.jpg, IMG2/right_2017_02_12_15_48_13_240.jpg,0,0,0,7.86E-05
IMG2/center_2017_02_12_15_48_13_357.jpg, IMG2/left_2017_02_12_15_48_13_357.jpg, IMG2/right_2017_02_12_15_48_13_357.jpg,0,0,0,7.89E-05
IMG2/center_2017_02_12_15_48_13_476.jpg, IMG2/left_2017_02_12_15_48_13_476.jpg, IMG2/right_2017_02_12_15_48_13_476.jpg,0,0,0,7.86E-05
IMG2/center_2017_02_12_15_48_13_590.jpg, IMG2/left_2017_02_12_15_48_13_590.jpg, IMG2/right_2017_02_12_15_48_13_590.jpg,0,0,0,8.03E-05
IMG2/center_2017_02_12_15_48_13_703.jpg, IMG2/left_2017_02_12_15_48_13_703.jpg, IMG2/right_2017_02_12_15_48_13_703.jpg,0,0,0,7.82E-05
IMG2/center_2017_02_12_15_48_13_813.jpg, IMG2/left_2017_02_12_15_48_13_813.jpg, IMG2/right_2017_02_12_15_48_13_813.jpg,0,0.15296,0,0.08166188
IMG2/center_2017_02_12_15_48_13_928.jpg, IMG2/left_2017_02_12_15_48_13_928.jpg, IMG2/right_2017_02_12_15_48_13_928.jpg,0,0.5000426,0,0.6163574
IMG2/center_2017_02_12_15_48_14_042.jpg, IMG2/left_2017_02_12_15_48_14_042.jpg, IMG2/right_2017_02_12_15_48_14_042.jpg,0,0.7936692,0,1.48948
IMG2/center_2017_02_12_15_48_14_150.jpg, IMG2/left_2017_02_12_15_48_14_150.jpg, IMG2/right_2017_02_12_15_48_14_150.jpg,0,1,0,2.843165
IMG2/center_2017_02_12_15_48_14_268.jpg, IMG2/left_2017_02_12_15_48_14_268.jpg, IMG2/right_2017_02_12_15_48_14_268.jpg,0,1,0,4.249107
IMG2/center_2017_02_12_15_48_14_394.jpg, IMG2/left_2017_02_12_15_48_14_394.jpg, IMG2/right_2017_02_12_15_48_14_394.jpg,0,1,0,5.643655
IMG2/center_2017_02_12_15_48_14_511.jpg, IMG2/left_2017_02_12_15_48_14_511.jpg, IMG2/right_2017_02_12_15_48_14_511.jpg,0,1,0,7.02211
IMG2/center_2017_02_12_15_48_14_619.jpg, IMG2/left_2017_02_12_15_48_14_619.jpg, IMG2/right_2017_02_12_15_48_14_619.jpg,0,1,0,8.15856
IMG2/center_2017_02_12_15_48_14_726.jpg, IMG2/left_2017_02_12_15_48_14_726.jpg, IMG2/right_2017_02_12_15_48_14_726.jpg,0,1,0,9.507727
IMG2/center_2017_02_12_15_48_14_844.jpg, IMG2/left_2017_02_12_15_48_14_844.jpg, IMG2/right_2017_02_12_15_48_14_844.jpg,0,1,0,10.6199
IMG2/center_2017_02_12_15_48_14_958.jpg, IMG2/left_2017_02_12_15_48_14_958.jpg, IMG2/right_2017_02_12_15_48_14_958.jpg,0,1,0,12.06954
IMG2/center_2017_02_12_15_48_15_074.jpg, IMG2/left_2017_02_12_15_48_15_074.jpg, IMG2/right_2017_02_12_15_48_15_074.jpg,-1,1,0,13.13077
IMG2/center_2017_02_12_15_48_15_182.jpg, IMG2/left_2017_02_12_15_48_15_182.jpg, IMG2/right_2017_02_12_15_48_15_182.jpg,-1,0.6766843,0,13.27883
IMG2/center_2017_02_12_15_48_15_296.jpg, IMG2/left_2017_02_12_15_48_15_296.jpg, IMG2/right_2017_02_12_15_48_15_296.jpg,0,0.3381181,0,13.35706
IMG2/center_2017_02_12_15_48_15_412.jpg, IMG2/left_2017_02_12_15_48_15_412.jpg, IMG2/right_2017_02_12_15_48_15_412.jpg,0,0,0,13.17033
IMG2/center_2017_02_12_15_48_15_522.jpg, IMG2/left_2017_02_12_15_48_15_522.jpg, IMG2/right_2017_02_12_15_48_15_522.jpg,0,0,0,13.59568
IMG2/center_2017_02_12_15_48_15_628.jpg, IMG2/left_2017_02_12_15_48_15_628.jpg, IMG2/right_2017_02_12_15_48_15_628.jpg,0,0,0,13.40617
IMG2/center_2017_02_12_15_48_15_740.jpg, IMG2/left_2017_02_12_15_48_15_740.jpg, IMG2/right_2017_02_12_15_48_15_740.jpg,0,0.141049,0,12.75466
IMG2/center_2017_02_12_15_48_15_844.jpg, IMG2/left_2017_02_12_15_48_15_844.jpg, IMG2/right_2017_02_12_15_48_15_844.jpg,0,0.4023513,0,13.46805
IMG2/center_2017_02_12_15_48_15_944.jpg, IMG2/left_2017_02_12_15_48_15_944.jpg, IMG2/right_2017_02_12_15_48_15_944.jpg,0,0.7032664,0,13.83927
IMG2/center_2017_02_12_15_48_16_064.jpg, IMG2/left_2017_02_12_15_48_16_064.jpg, IMG2/right_2017_02_12_15_48_16_064.jpg,-0.3354978,1,0,15.18147
IMG2/center_2017_02_12_15_48_16_174.jpg, IMG2/left_2017_02_12_15_48_16_174.jpg, IMG2/right_2017_02_12_15_48_16_174.jpg,0,1,0,16.24906
IMG2/center_2017_02_12_15_48_16_284.jpg, IMG2/left_2017_02_12_15_48_16_284.jpg, IMG2/right_2017_02_12_15_48_16_284.jpg,0,1,0,17.48887
IMG2/center_2017_02_12_15_48_16_391.jpg, IMG2/left_2017_02_12_15_48_16_391.jpg, IMG2/right_2017_02_12_15_48_16_391.jpg,0,1,0,18.52397
IMG2/center_2017_02_12_15_48_16_499.jpg, IMG2/left_2017_02_12_15_48_16_499.jpg, IMG2/right_2017_02_12_15_48_16_499.jpg,0,1,0,19.54865
IMG2/center_2017_02_12_15_48_16_609.jpg, IMG2/left_2017_02_12_15_48_16_609.jpg, IMG2/right_2017_02_12_15_48_16_609.jpg,0,0.6654225,0,20.42131
IMG2/center_2017_02_12_15_48_16_707.jpg, IMG2/left_2017_02_12_15_48_16_707.jpg, IMG2/right_2017_02_12_15_48_16_707.jpg,0,0.3620056,0,20.8206
IMG2/center_2017_02_12_15_48_16_824.jpg, IMG2/left_2017_02_12_15_48_16_824.jpg, IMG2/right_2017_02_12_15_48_16_824.jpg,-1,0.06513306,0,20.60301
IMG2/center_2017_02_12_15_48_16_935.jpg, IMG2/left_2017_02_12_15_48_16_935.jpg, IMG2/right_2017_02_12_15_48_16_935.jpg,-1,0,0,19.77782
IMG2/center_2017_02_12_15_48_17_047.jpg, IMG2/left_2017_02_12_15_48_17_047.jpg, IMG2/right_2017_02_12_15_48_17_047.jpg,0,0,0,19.08701
IMG2/center_2017_02_12_15_48_17_162.jpg, IMG2/left_2017_02_12_15_48_17_162.jpg, IMG2/right_2017_02_12_15_48_17_162.jpg,0,0,0,18.78142
IMG2/center_2017_02_12_15_48_17_267.jpg, IMG2/left_2017_02_12_15_48_17_267.jpg, IMG2/right_2017_02_12_15_48_17_267.jpg,0,0.09944119,0,18.55972
IMG2/center_2017_02_12_15_48_17_375.jpg, IMG2/left_2017_02_12_15_48_17_375.jpg, IMG2/right_2017_02_12_15_48_17_375.jpg,0,0.4159944,0,18.75136
IMG2/center_2017_02_12_15_48_17_475.jpg, IMG2/left_2017_02_12_15_48_17_475.jpg, IMG2/right_2017_02_12_15_48_17_475.jpg,0,0.7250551,0,19.29978
IMG2/center_2017_02_12_15_48_17_577.jpg, IMG2/left_2017_02_12_15_48_17_577.jpg, IMG2/right_2017_02_12_15_48_17_577.jpg,0,1,0,20.25796
